 64-11,27,31,32,34    1,8,9,12,28        7,11,15,21,25
 65-5,15,20,23,25     7,16,24,26,28      3,9,15,27,33
 66-6,7,9,18,27       16,22,26,33,34     7,10,23,24,32
 67-7,8,9,20,30       21,28,32,33,34     4,14,22,23,31
 68-1,14,19,21,27     8,16,26,31,33      7,12,13,24,28
 69-2,5,11,18,22      1,10,18,20,30      12,13,15,20,22
 70-2,4,8,19,23       4,5,17,25,33       20,21,26,34,35
 71-4,9,25,34,35      1,14,16,17,34      1,3,6,17,19
 72-3,13,17,29,35     9,12,22,23,28      1,4,10,13,26
 73-5,6,23,25,33      1,11,16,26,35      1,2,9,12,27
 74-5,9,18,25,32      1,7,26,31,35       2,8,14,15,21
 75-11,13,19,24,34    3,21,22,27,35      10,14,16,27,32
 76-2,3,5,25,27       1,12,23,30,31      8,9,20,25,31
 77-7,11,16,25,35     1,9,13,25,32       24,29,30,33,34
 78-6,10,15,22,32     12,15,17,30,33     5,7,10,13,21
 79-5,10,11,17,29     3,12,16,22,31      4,9,18,32,33
 80-12,17,18,25,35    3,6,16,25,29       1,6,14,17,25
 81-5,6,9,24,26       3,4,12,15,16       6,16,18,19,35
 82-18,19,23,24,28    9,20,23,27,34      14,22,24,31,32
 83-6,7,13,15,16      7,17,24,28,29      3,16,18,30,32
 84-9,16,20,30,35     3,8,14,29,32       4,16,19,26,33
 85-2,4,11,13,15      5,14,21,32,34      9,10,13,17,30
 86-4,9,17,19,21      8,12,24,26,35      3,11,24,25,32
 87-2,8,29,31,32      11,13,14,23,27     4,10,12,15,32
 88-4,6,8,12,14       2,10,20,21,29      3,11,17,20,27
 89-5,14,22,25,33     6,7,9,14,35        4,7,28,30,35
 90-2,3,7,19,23       4,17,23,26,28      9,10,14,23,30
 91-1,13,15,29,32     5,9,13,16,20       7,11,13,15,32
 92-3,4,6,27,29       1,9,16,21,23       4,8,9,13,27
 93-1,3,4,24,30       4,9,13,24,28       4,16,22,27,34
 94-1,7,26,29,33      10,26,27,29,34     5,6,18,28,30
 95-1,4,6,11,16       7,14,17,24,30      1,12,14,31,35
 96-1,15,17,21,26     1,26,27,28,34      10,14,17,18,29
 97-1,6,17,21,22      2,6,16,32,33       6,7,9,10,22
 98-2,7,22,23,29      22,29,32,33,35     1,15,16,20,28
 99-12,22,23,27,35    1,3,7,9,24         2,8,9,11,17
100-8,10,12,20,26     2,8,18,19,21       15,20,23,26,27
101-4,5,17,19,24      2,7,29,32,35       10,11,13,20,29
102-5,13,15,22,25     10,12,18,19,30     15,22,23,24,31
103-13,16,21,29,30    15,19,20,27,28     7,9,11,25,35

