 66		 8, 13, 21, 23, 29		 7, 16, 19, 28, 30
 67		 8, 17, 22, 25, 26		 2,  7, 19, 29, 33
 68		 1, 12, 21, 31, 35		 5, 20, 33, 34, 35
 69		16, 22, 24, 28, 35		 1,  2,  3, 21, 31
 70		 9, 18, 21, 26, 35		 2,  8,  9, 16, 31
 71		13, 22, 28, 29, 32		 6,  8, 12, 27, 28
 72		 5, 13, 18, 19, 31		 6,  8, 17, 31, 34
 73		 4, 19, 26, 30, 32		21, 29, 30, 31, 34
 74		 3, 12, 14, 30, 35		 1,  2,  5, 28, 29
 75		 5, 16, 24, 34, 35		 7, 11, 12, 25, 30
 76		13, 16, 31, 32, 35		 6, 19, 20, 22, 30
 77		 5, 11, 13, 22, 35		 5,  8, 15, 21, 34
 78		 3,  4,  8,  9, 12		 2, 10, 18, 28, 31
 79		16, 25, 26, 28, 34		 8, 13, 17, 25, 27
 80		 5,  9, 14, 27, 30		 5,  7, 18, 28, 34
 81		 6, 15, 18, 23, 34		11, 23, 29, 30, 34
 82		 8, 11, 13, 18, 35		 3,  5, 11, 25, 35
 83		 1,  5, 12, 15, 31		 3, 10, 15, 26, 34
 84		 8, 11, 24, 29, 31		 6,  9, 24, 31, 33
 85		 3,  4, 15, 21, 34		19, 27, 29, 31, 33
 86		 3, 20, 24, 27, 31		 2, 16, 20, 24, 33
 87		 3, 10, 11, 25, 29		 6,  8, 14, 19, 34
 88		 1,  6, 12, 20, 21		10, 14, 21, 27, 34
 89		16, 22, 23, 26, 27		 2, 12, 22, 26, 28
 90		12, 13, 17, 27, 30		 7, 11, 17, 21, 24
 91		 2, 11, 13, 23, 29		 6,  8, 25, 32, 34
 92		 7, 16, 24, 26, 30		 3,  5,  9, 10, 18
 93		 5,  8, 10, 13, 22		10, 12, 24, 29, 33
 94		 7, 18, 21, 23, 32		 1, 15, 19, 33, 34
 95		 2,  3, 11, 14, 30		 6, 14, 24, 29, 32
 96		 3,  4,  9, 17, 20		 1,  9, 21, 24, 33
 97		 9, 11, 13, 21, 24		 8, 14, 21, 30, 35
 98		 2,  4, 19, 22, 35		 3,  8, 18, 27, 34
 99		10, 16, 17, 28, 30		10, 16, 22, 31, 32
100		11, 12, 25, 29, 35		 7,  8, 13, 28, 33
101		 6, 16, 21, 25, 28		15, 19, 20, 27, 34
102		 7, 15, 20, 28, 30		 7, 19, 22, 28, 32
103		 3,  6,  9, 17, 27		 3,  6,  8, 22, 28
104		 6, 17, 24, 28, 31		 1,  8, 14, 23, 32
105		 2,  4,  9, 10, 26		14, 25, 29, 31, 34
106		 6, 12, 16, 18, 22		13, 25, 26, 29, 32
