 35		 2,  4,  7, 12, 27		12, 22, 25, 26, 27
 36		 6, 17, 26, 31, 34		13, 16, 17, 29, 33
 37		 4,  7, 17, 22, 23		 7, 15, 20, 32, 34
 38		 1, 20, 24, 29, 30		 3,  5, 28, 32, 33
 39		 2,  3,  6, 10, 29		16, 22, 23, 27, 28
 40		 4, 20, 23, 24, 30		 1, 15, 16, 17, 33
 41		 4, 11, 16, 19, 32		 5,  7,  8, 17, 25
 42		 3, 14, 17, 22, 24		 3,  8, 12, 29, 31
 43		14, 15, 20, 29, 30		10, 14, 17, 25, 31
 44		14, 24, 26, 30, 35		 2, 11, 15, 21, 32
 45		18, 19, 26, 28, 30		17, 18, 23, 24, 26
 46		 5, 13, 22, 25, 27		 5, 21, 30, 33, 35
 47		 5, 25, 29, 32, 34		 5, 23, 25, 33, 34
 48		 5,  7, 10, 15, 32		 2,  5,  6, 11, 24
 49		 2,  4, 26, 32, 34		13, 23, 31, 33, 34
 50		17, 19, 20, 26, 35		 9, 15, 31, 33, 34
 51		 7, 11, 13, 21, 25		 6,  7, 17, 29, 35
 52		 3, 11, 29, 33, 34		11, 16, 22, 24, 25
 53		 2,  3,  5, 19, 35		 2,  3, 24, 30, 34
 54		 2,  8, 19, 21, 31		13, 14, 19, 26, 30
 55		 4,  5, 14, 24, 30		10, 11, 20, 23, 24
 56		 2,  3,  4, 15, 28		 7, 19, 20, 23, 29
 57		 2,  6,  9, 15, 25		 5,  7,  8, 21, 33
 58		11, 25, 30, 32, 34		 3,  8, 11, 13, 31
 59		 1, 10, 24, 25, 26		13, 15, 30, 31, 35
 60		 9, 23, 27, 28, 30		 5, 18, 23, 25, 33
 61		 2,  4,  5, 16, 21		 3,  6, 16, 27, 34
 62		 5,  6, 10, 27, 34		 2,  5, 11, 24, 31
 63		 3,  8, 10, 24, 31		10, 18, 24, 25, 28
 64		 5, 13, 14, 19, 21		 8, 18, 19, 25, 30
 65		 8, 19, 25, 27, 32		 5,  7,  8, 22, 34
 66		16, 18, 22, 24, 25		 4, 17, 18, 20, 33
 67		 6,  7, 14, 23, 35		 2,  3, 13, 14, 25
 68		 3,  7, 18, 20, 26		 6, 13, 24, 32, 34
 69		 2,  4, 10, 23, 34		 1,  3,  4,  9, 20
 70		 1,  8, 12, 26, 28		 9, 13, 19, 25, 30
 71		23, 24, 26, 29, 31		 2,  9, 12, 15, 22
 72		 1,  4,  9, 11, 32		 1,  4, 12, 16, 32
 73		 6, 14, 17, 20, 21		 7, 10, 12, 21, 22
 74		 1,  6, 14, 15, 29		 3,  6,  8, 28, 33
 75		 9, 11, 14, 16, 34		11, 27, 28, 32, 35
 76		 1, 13, 20, 23, 31		 6,  9, 10, 29, 34
 77		 1, 19, 24, 25, 33		 1, 10, 15, 22, 29
 78		 9, 12, 15, 16, 29		 4,  7,  8, 21, 34
 79		 2,  5, 19, 24, 35		 7,  8, 11, 25, 29
 80		 5, 18, 24, 28, 29		 2,  4,  7, 13, 14
 81		 5, 10, 18, 20, 34		 6, 17, 27, 32, 33
 82		22, 24, 25, 30, 35		 7, 19, 23, 26, 27
 83		 5, 10, 26, 30, 31		 8, 11, 15, 23, 32
 84		 1,  4, 10, 16, 31		11, 17, 21, 26, 34
 85		 5, 12, 23, 25, 31		16, 32, 33, 34, 35
 86		 3,  8, 13, 18, 34		 1,  9, 10, 29, 30
 87		15, 16, 19, 23, 34		 2,  3, 23, 24, 31
 88		 4, 16, 17, 27, 32		 1,  4,  5, 29, 32
 89		16, 23, 25, 29, 30		12, 19, 28, 33, 35
 90		28, 29, 30, 33, 35		 3, 10, 13, 24, 28
 91		12, 13, 15, 20, 29		 4, 23, 27, 31, 35
 92		 9, 17, 19, 29, 30		 8, 12, 14, 15, 32
 93		11, 13, 18, 19, 27		10, 11, 16, 23, 24
 94		17, 18, 22, 29, 33		 1, 23, 27, 28, 33
 95		 7,  8,  9, 14, 32		 8, 10, 16, 29, 35
 96		 9, 10, 16, 29, 31		 2,  9, 10, 19, 30
 97		23, 29, 31, 34, 35		 3, 11, 14, 23, 28
 98		16, 24, 25, 28, 31		 6, 10, 15, 32, 34
 99		16, 23, 29, 30, 35		 7,  9, 11, 24, 33
100		 1, 18, 24, 30, 35		 4, 26, 27, 33, 34
101		 5, 14, 24, 27, 29		 5,  6, 23, 26, 28
102		 4,  7, 14, 28, 29		12, 17, 20, 23, 25
103		 4, 24, 30, 31, 35		 1,  9, 16, 27, 34
104		 3,  7, 22, 26, 31		 8, 15, 23, 26, 35
