 73		12, 21, 22, 26, 27		 6, 20, 21, 33, 35
 74		 1,  8, 13, 22, 33		 2,  5, 19, 20, 21
 75		 5,  7, 12, 23, 28		 6, 16, 18, 25, 33
 76		13, 21, 28, 30, 31		 2,  9, 18, 26, 35
 77		27, 30, 32, 33, 35		 7, 13, 26, 27, 29
 78		11, 12, 16, 25, 31		 1,  4, 18, 24, 32
 79		 1,  5, 18, 25, 30		 9, 22, 24, 26, 28
 80		 3, 12, 20, 34, 35		 6, 16, 20, 22, 23
 81		12, 28, 29, 32, 35		 5, 17, 19, 23, 29
 82		 3,  7, 10, 14, 25		 2, 11, 25, 32, 35
 83		11, 14, 17, 28, 29		 1, 11, 14, 26, 28
 84		 4,  9, 22, 30, 31		12, 14, 26, 28, 34
 85		 1,  5, 14, 18, 33		 9, 18, 19, 24, 35
 86		 3,  5,  8, 11, 29		 7, 14, 19, 23, 31
 87		12, 14, 15, 21, 24		 8, 10, 19, 20, 26
 88		 6,  8, 13, 21, 30		 8, 17, 24, 26, 30
 89		 2,  8, 11, 14, 28		 9, 12, 17, 20, 26
 90		 6,  7, 14, 17, 31		 3,  6, 23, 25, 27
 91		 3, 10, 11, 13, 18		 5, 13, 16, 19, 23
 92		17, 23, 29, 31, 33		 8, 13, 14, 21, 31
 93		 6, 10, 18, 22, 23		 2, 12, 13, 14, 28
 94		 5,  8, 10, 13, 21		 5,  7, 14, 24, 34
 95		 1,  9, 11, 14, 25		 2,  4, 14, 29, 30
 96		 1,  5, 21, 25, 35		10, 18, 21, 24, 31
 97		 3,  7, 15, 24, 29		 1, 15, 16, 19, 27
 98		12, 13, 23, 29, 32		 4,  7,  8, 34, 35
 99		13, 15, 18, 21, 30		 6,  7, 18, 21, 34
100		 4, 26, 29, 33, 35		 2,  3,  7,  8, 26
101		 5, 15, 20, 26, 32		12, 16, 19, 22, 24
102		20, 25, 31, 34, 35		 6,  9, 15, 26, 34
103		 9, 16, 20, 33, 34		 5, 13, 18, 19, 20
104		16, 18, 26, 28, 34		15, 17, 24, 27, 32
