32,13,18,19,21,29,37    5,7,15,17,18,42         2,9,13,19,24,35
33,2,11,14,18,25,41     6,14,18,24,25,39        1,11,14,24,32,40
34,9,15,29,33,35,40     26,30,31,34,36,42       12,23,26,29,40,42
35,2,8,13,23,32,33      11,21,22,36,38,41       7,8,10,13,30,40
36,6,10,12,15,24,32     2,4,17,18,25,40         1,8,9,27,33,41
37,4,7,13,16,25,33      1,3,11,12,17,35         10,30,32,40,41,42
38,4,7,8,18,27,40       3,11,12,21,24,32        17,25,27,33,38,42
39,4,8,12,16,24,25      1,15,19,22,25,33        4,16,19,33,36,40
40,6,17,20,30,33,40     6,8,15,18,35,41         1,10,13,15,16,29
41,14,19,31,35,36,42    2,4,5,11,12,37          1,7,16,29,38,41
42,2,17,19,23,24,27     8,11,18,19,21,23        3,8,23,26,32,37
43,3,5,9,18,21,34       2,18,27,34,38,40        2,10,12,15,18,35
44,3,9,19,24,30,33      1,11,15,18,23,40        13,16,18,28,30,38
45,2,4,5,6,32,39        11,25,34,35,36,37       4,6,8,12,32,33
46,3,13,17,26,29,40     7,14,16,24,30,42        6,14,33,35,38,39
47,13,21,26,29,41,42    11,22,26,28,30,42       19,20,27,30,40,42
48,4,10,14,18,20,35     1,19,23,25,39,41        13,14,15,22,32,42
49,6,13,16,18,22,38     3,6,20,22,35,38         4,9,17,28,33,38
50,5,8,17,21,40,42      7,16,29,33,36,41        8,9,10,24,27,35
51,2,8,15,17,30,38      2,4,6,15,27,35          5,18,24,31,40,41
52,5,6,28,34,35,39      17,19,29,30,32,42       2,5,9,13,26,42
53,3,8,13,14,15,41      4,17,20,27,36,40        11,13,18,22,30,42
54,2,5,29,30,37,38      21,25,28,34,36,40       10,14,18,22,25,38
55,6,14,28,29,36,39     3,17,27,33,38,42        12,32,35,38,40,41
56,1,12,21,33,38,41     6,13,14,16,29,37        16,17,22,25,27,42
57,4,15,16,26,35,37     4,5,10,31,33,34         13,21,27,31,36,38
58,2,11,14,19,25,32     2,17,22,27,32,40        11,25,27,30,31,37
59,6,8,10,11,19,41      19,21,25,26,31,41       10,25,28,31,34,41
60,7,8,11,23,26,40      2,7,16,17,18,24         5,8,18,20,29,31
61,5,9,17,28,36,41      8,9,24,30,31,38         21,25,26,30,33,34
62,15,17,22,35,36,41    3,11,13,21,25,42        2,12,29,30,35,39
63,14,15,23,24,34,40    14,21,22,24,37,41       1,2,8,32,41,42
64,4,7,10,11,16,19,     1,11,16,18,26,37        10,14,16,17,18,35
65,7,8,11,20,21,28      3,25,30,34,35,42        7,12,16,27,38,42
66,6,12,15,37,38,41     13,16,17,25,33,42       3,11,20,24,37,41
67,3,9,23,26,33,34      7,20,31,34,36,41        4,14,17,22,35,41
68,1,8,9,15,16,33       7,13,15,21,26,35        6,8,11,18,19,29
69,10,13,18,26,27,42    10,25,26,32,37,42       18,23,24,25,27,37
70,15,22,29,30,38,42    5,7,11,14,17,20         1,8,11,12,29,30
71,7,13,14,16,17,18     4,7,9,14,25,30          10,12,14,18,19,40
72,2,3,17,22,30,40      11,23,25,34,38,39       7,14,35,38,39,42
73,1,4,6,15,20,24       6,10,15,16,26,34        2,3,10,11,33,34
74,3,5,7,13,25,31       21,25,26,27,31,32       1,3,16,21,25,32
75,2,15,16,25,26,32     6,18,23,24,30,42        10,11,22,24,36,42
76,9,17,18,30,33,36     15,18,19,26,33,35       5,18,29,33,34,40
77,3,4,7,11,17,20       18,23,27,29,30,39       6,13,27,35,38,40
78,8,11,19,31,32,35     2,15,24,25,29,31        1,5,15,28,29,36
79,3,5,11,18,32,34      9,11,18,32,33,35        6,11,13,21,23,24
80,2,3,8,17,19,23       7,11,22,31,37,42        2,7,20,22,24,35
81,3,7,10,18,23,39      1,5,9,18,20,39          9,10,14,19,29,35
82,4,11,13,14,26,38     6,13,26,33,35,40        15,17,22,37,38,42
83,1,6,15,16,28,32      7,21,28,29,31,33        1,8,10,15,21,34
84,4,9,26,28,35,39      13,14,15,23,34,39       3,27,31,33,40,41
85,2,3,10,14,17,23      7,22,29,33,37,41        14,16,17,30,34,35
86,8,13,21,24,27,32     7,12,18,23,31,38        6,8,15,21,25,26
87,7,22,24,29,35,39     1,8,9,32,35,42          7,23,24,26,38,42
88,10,11,12,18,22,38    5,11,17,24,25,41        1,3,12,16,17,42
89,2,8,20,21,30,40      15,16,19,22,28,36       7,11,12,16,24,39
90,13,16,19,35,40,42    1,7,14,17,23,42         7,11,20,32,35,42
91,21,22,24,31,37,38    5,10,12,20,30,33        1,4,12,13,17,38
92,9,13,28,29,35,37     2,30,32,33,35,41        7,15,22,27,39,40
93,19,20,25,35,38,42    2,9,14,20,35,42         11,19,21,28,41,42
94,3,4,9,12,18,39       4,14,20,21,26,41        7,12,17,18,31,34
95,9,18,20,22,26,42     1,5,11,25,26,39         4,11,17,19,35,42
96,4,11,18,21,25,28     2,12,24,25,36,40        3,9,22,32,38,42
97,4,9,10,19,26,35      9,24,31,32,36,40        9,33,34,35,36,42
98,3,6,7,15,18,29       5,17,26,29,32,35        2,11,20,21,32,33
99,11,13,19,21,30,39    1,9,19,23,33,34         3,23,24,33,35,42
100,13,18,21,26,27,28   2,12,14,24,25,33        8,9,17,22,35,40
101,11,17,23,28,37,42   10,15,22,25,40,42       4,16,17,18,30,37
102,4,12,19,22,30,33    6,14,17,22,23,41        23,24,27,28,29,34
